Country Name,country_code,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Switzerland ,CHE,0.036954703,0.033869522,0.03980317,0.027990963,0.029041009,0.027684849,0.027466373,0.026695542,0.039488219,0.036358588,0.030895018,0.023715164,0.023668405,0.023164701,0.024685279,0.031099762,0.03369019,0.03438105,0.034368265,0.028110686,0.003762437,-0.002436523,-0.001570075,-0.006020122,-0.003987112,0.017438497,0.019986691,0.010278049,0.009964341,0.010711074,0.008454055,0.008609183,0.012929884,0.017509662,0.01918329,0.018696388,0.012358931,0.010021458,0.00341646,-0.002398213,-0.007825422,-0.00335824,0.002567593,0.009648226,0.010811593,0.017407572,0.018659946,0.014293902,0.008312897,0.010159229,0.00837712,0.013470141,0.020400657,0.023530201
England/GB/UK,GBR,0.025440109,0.021654098,0.024859797,0.016338035,0.015784027,0.019015884,0.022381884,0.020321364,0.028088471,0.030340074,0.024375766,0.022219118,0.025378306,0.026155691,0.019765811,0.020018717,0.020509634,0.023635526,0.029269987,0.023633629,0.019294231,0.020584979,0.018592556,0.013005098,0.021151847,0.017671017,0.010229768,0.009056872,0.0088329,0.008258633,0.018382224,0.029498442,0.035099271,0.037454789,0.036502216,0.030116901,0.018480617,0.009435487,0.004287104,0.008437272,0.013687367,0.022359449,0.034497629,0.036865443,0.034375486,0.036577262,0.03631741,0.028586809,0.029071684,0.028317214,0.02499252,0.024021934,0.025839042,0.015662813
Ireland ,IRL,0.025713847,0.019171333,0.014497739,0.006465817,0.012559716,0.017815471,0.029571975,0.034428144,0.044969092,0.043051224,0.033597295,0.024179325,0.029133855,0.036560492,0.04080464,0.04180696,0.045740622,0.0447927,0.035431391,0.029509813,0.033682961,0.028229284,0.031898526,0.037381566,0.035056262,0.031432777,0.036024697,0.025032654,0.011603591,0.01595447,0.017309374,0.0122849,0.019137834,0.032077001,0.037388694,0.048950318,0.052550236,0.048252427,0.041357679,0.03927818,0.040151298,0.051527059,0.06550555,0.074425708,0.081083258,0.078825757,0.071643541,0.061041402,0.052769642,0.040220744,0.029770988,0.02817569,0.024790954,0.009454359
Greece ,GRC,0.055903854,0.055879862,0.068453815,0.051112464,0.052113592,0.045883411,0.046277821,0.041240573,0.053247016,0.063755941,0.07466545,0.06957976,0.07186172,0.065154051,0.068446494,0.066135284,0.068810794,0.083709495,0.077705282,0.049727617,0.044511306,0.041173095,0.022115308,0.02578537,0.039107784,0.030456767,0.018811456,0.014678685,0.003908876,0.003636714,0.007564335,0.011940089,0.010920562,0.019903265,0.02204818,0.014590075,0.015680614,0.017038596,0.004018608,0.000486341,0.00603725,0.006559245,0.013389275,0.02420659,0.027640444,0.032493124,0.036169892,0.035789564,0.040826962,0.042635901,0.038247979,0.040973272,0.040163714,0.028010138
Portugal ,PRT,0.034728652,0.034159768,0.042301614,0.030645679,0.031440069,0.036167193,0.039973541,0.046070917,0.055694454,0.058824996,0.061966222,0.059482452,0.061151732,0.068193929,0.060448946,0.065115583,0.071117689,0.072385158,0.077039922,0.071639324,0.035544517,0.030252558,0.024288912,0.007723764,0.018740753,0.043001096,0.035544838,0.029320349,0.023765927,0.009029508,0.006424654,0.012653847,0.020974599,0.03634344,0.050980965,0.054431813,0.055187899,0.044458325,0.024520659,0.015094476,0.01413718,0.012046925,0.017645901,0.031595715,0.037928263,0.036926974,0.033161628,0.026065455,0.01444402,0.009800787,0.003838306,0.003038037,0.006416065,0.008487272
Spain ,ESP,0.048838505,0.045271901,0.035507355,0.044995914,0.025042855,0.020276155,0.029035421,0.045193534,0.056771993,0.08157716,0.091661091,0.080473814,0.070203627,0.061244885,0.059650178,0.058203841,0.055177846,0.05884064,0.065140716,0.062019822,0.05722472,0.05375772,0.044670342,0.033258987,0.021592423,0.019723527,0.013281847,0.01020367,0.009883722,0.010853212,0.011038785,0.017091496,0.02511447,0.0310968,0.03887261,0.043957912,0.042771901,0.033645518,0.021048984,0.015841849,0.017266414,0.017181108,0.02306464,0.033917291,0.037951136,0.036676979,0.037279479,0.032440747,0.027076933,0.021934019,0.017457923,0.017178765,0.018073395,0.013876737
Albania ,ALB,0.033537146,0.026892152,0.039396489,0.040317506,0.042694506,0.04204409,0.041683063,0.035543624,0.033365667,0.031989213,0.029195215,0.035085438,0.035993563,0.036390122,0.036332507,0.036414116,0.036908939,0.037211543,0.039943835,0.033789599,0.027040616,0.019835879,0.012916087,0.004038352,0.004267801,0.004982864,0.005255448,0.005480316,0.005727398,0.005891022,0.005525506,0.00572328,0.005882226,0.005981041,0.006350541,0.00709012,-0.054390902,-0.063072472,-0.046586011,-0.035520467,-0.015843081,0.062171622,0.044966012,0.044267603,0.0588595,0.051220192,0.054011769,0.09102456,0.085614033,0.070262292,0.068036867,0.062293605,0.064642509,0.066736576
Bulgaria ,BGR,0.05401556,0.013640942,0.042424248,0.037636821,0.057960137,0.062751255,0.076189878,0.071744992,0.063860689,0.063880463,0.057454079,0.060734975,0.055634992,0.050274226,0.044448216,0.043929418,0.035096267,0.034178807,0.038822837,0.03557249,0.040838626,0.040628085,0.029026818,0.026383007,0.02897523,0.007201263,0.006748856,0.015584689,0.007135886,0.005868718,0.005954772,0.006169697,0.000380615,0.003125756,-0.006756905,-0.021075845,-0.040145542,-0.052091503,-0.0486972,-0.039628341,-0.011390258,-0.013990841,-0.01072484,-0.002661693,0.00231266,0.007381892,0.0355947,0.056742579,0.059317891,0.063837173,0.065005285,0.069458411,0.072797352,0.073891603
Czecho-slovakia,CZE,0.022985744,0.031263434,0.037262339,0.053988202,0.055326941,0.054281519,0.050714027,0.041893181,0.023182936,0.02365044,0.016089225,0.017506151,0.023754892,0.037767411,0.034126012,0.031678228,0.030105402,0.028332476,0.025031261,0.026534999,0.027322403,0.023028887,0.024573204,0.020322641,0.015046678,0.015275847,0.011815037,0.007679279,0.009099563,0.012864071,0.009469064,0.014600642,0.01185327,0.013419779,0.010552873,0.003453753,-0.026489377,-0.031966968,-0.035138712,-0.030322857,-0.013439396,0.023983762,0.030713849,0.032435834,0.028325358,0.023370536,0.019410956,0.023736926,0.029441023,0.036768134,0.043475796,0.051815597,0.060576469,0.060390076
Hungary ,HUN,0.043622893,0.015177802,0.027903116,0.038648335,0.040979606,0.035153424,0.056024554,0.045643288,0.043588051,0.047213247,0.038583059,0.040139907,0.043161514,0.034339668,0.028995764,0.026595055,0.024275611,0.017437231,0.025477986,0.024586069,0.029151584,0.02025815,0.028010276,0.022477685,0.018062717,0.016717083,0.018630819,0.014497133,0.008555522,0.014260112,0.007808848,0.010748488,0.006925404,0.015036042,0.00569647,-0.002999742,-0.032602291,-0.041602141,-0.047707198,-0.038006906,-0.021941076,0.004399724,0.017216067,0.02609188,0.026504627,0.032155415,0.039296405,0.041808935,0.041196301,0.044215194,0.043506148,0.043753473,0.034727868,0.028627302
Poland ,POL,0.026869992,0.026697441,0.032770281,0.031512669,0.026643594,0.028463095,0.036519123,0.024324732,0.027581981,0.031859489,0.033304211,0.0310083,0.041969745,0.042730692,0.032077089,0.031768246,0.033530159,0.040747933,0.043410845,0.057177482,0.055761592,0.046055258,0.034976549,0.027352372,0.011907332,-0.002352408,-0.017939349,-0.02328479,-0.020928752,-0.010013404,-0.002784836,0.014828117,0.014501235,0.010388337,0.001176877,-0.020120575,-0.039524712,-0.031508149,-0.028469681,-0.015196907,0.019189808,0.047293592,0.056982091,0.059963402,0.058871905,0.053834865,0.043868547,0.032856668,0.030851419,0.03256763,0.031350793,0.041446729,0.052196333,0.054705352
Romania ,ROU,0.059489642,0.052704648,0.046309249,0.040816975,0.035710185,0.031625947,0.03745445,0.037266715,0.043898874,0.048392668,0.052930216,0.062584556,0.064458015,0.050942401,0.045722766,0.036379947,0.040356722,0.043636719,0.048841043,0.051904709,0.056845966,0.039887531,0.031525316,0.0316554,0.026659103,0.019141023,0.00853399,0.005265049,-0.001796475,0.001430611,0.001119207,0.006195814,0.001886802,0.002904838,-0.01162861,-0.033301425,-0.061705388,-0.073735408,-0.069359653,-0.05491951,-0.018834821,0.016750986,0.023063798,0.010077903,2.65E-05,-0.009280444,-0.006468239,0.015716862,0.036276816,0.05576483,0.059544514,0.064057505,0.066510714,0.070611828
Russia,RUS,0.03117167,0.049134722,0.040169777,0.046269952,0.033873948,0.035565586,0.028173916,0.029746117,0.010783612,0.038827075,0.032684956,0.032296589,0.036916154,0.054733019,0.033159266,0.037682406,0.033615674,0.026011359,0.030982734,0.033990095,0.019318033,0.023435165,0.027239375,0.015961647,0.009424024,0.009360044,0.002173972,0.002513047,0.003894923,0.007208475,0.008601422,0.014787994,0.012418114,0.010408619,0.011728621,0.00547455,-0.014804465,-0.046687101,-0.068879486,-0.097989442,-0.102076953,-0.094599767,-0.061149955,-0.045518908,-0.007260963,0.020677469,0.039598664,0.046728631,0.067665403,0.074836244,0.071504199,0.076678583,0.083539606,0.077765464
